id,orden,palabra,valoracion,etiqueta
#縉OMBRE?,1,Educaci贸n ,10,
#縉OMBRE?,2,Saber,10,
#縉OMBRE?,3,Aprender,10,
#縉OMBRE?,4,Adquirir ,10,
#縉OMBRE?,5,Socializacion,10,
#縉OMBRE?,1,An谩lisis,8,Tecnolog韆
#縉OMBRE?,2,Corruptible,3,
#縉OMBRE?,3,Almacenamiento,5,
#縉OMBRE?,4,Avance,9,Tecnolog韆
#縉OMBRE?,5,Dispositivos ,5,
#縉OMBRE?,1,Poder,9,Control
#縉OMBRE?,2,Evoluci贸n,8,
#縉OMBRE?,3,Confesi贸n,2,
#縉OMBRE?,4,Pensar,6,
#縉OMBRE?,5,Descubrir,9,
#縉OMBRE?,1,CAPITALISMO,10,
#縉OMBRE?,2,CIENCIA,10,Tecnolog韆
#縉OMBRE?,3,TECNOLOG脥A,10,
#縉OMBRE?,4,AVANCES,10,
#縉OMBRE?,5,FUTURO,10,Tecnolog韆
#縉OMBRE?,1,Informaci贸n,10,Informaci髇
#縉OMBRE?,2,Util,10,
#縉OMBRE?,3,Actualizaciones,10,
#縉OMBRE?,4,Confiable,10,
#縉OMBRE?,5,Leal,10,
#縉OMBRE?,1,Tecnolog铆a ,7,Tecnolog韆
#縉OMBRE?,2,Avance ,7,
#縉OMBRE?,3,Herramienta,9,
#縉OMBRE?,4,Skills,8,
#縉OMBRE?,5,Necesario ,7,
-M9BnQi-0PgH6FOdyVaH,1,Computadoras,7,
-M9BnQi-0PgH6FOdyVaH,2,manipulaci贸n de datos,0,
-M9BnQi-0PgH6FOdyVaH,3,Internet,9,
-M9BnQi-0PgH6FOdyVaH,4,big data,4,
-M9BnQi-0PgH6FOdyVaH,5,acceso a la informaci贸n,8,
-M9BnQi-0PgH6FOdyVaH,6,acceso social a la tecnolog铆a,8,
-M9BrQsf6wjUvhrMyPa-,1,ciencia ,10,
-M9BrQsf6wjUvhrMyPa-,2,tecnolog铆a ,10,Tecnolog韆
-M9BrQsf6wjUvhrMyPa-,3,innovaci贸n ,10,Tecnolog韆
-M9BrQsf6wjUvhrMyPa-,4,vanguardia ,10,
-M9BrQsf6wjUvhrMyPa-,5,descubrimiento ,10,
#縉OMBRE?,1,Tecnologia,10,Tecnolog韆
#縉OMBRE?,2,Conectividad,9,
#縉OMBRE?,3,Innovaci贸n ,10,Tecnolog韆
#縉OMBRE?,4,Avances ,5,
#縉OMBRE?,5,M谩quinas ,7,
#縉OMBRE?,1,Grande,8,
#縉OMBRE?,2,Amplio,8,
#縉OMBRE?,3,On line,8,
#縉OMBRE?,4,Informaci贸n ,7,Informaci髇
#縉OMBRE?,5,Acceso,5,
#縉OMBRE?,1,informaci贸n,9,Informaci髇
#縉OMBRE?,2,Exposici贸n,1,
#縉OMBRE?,3,Personalizaci贸n,7,
#縉OMBRE?,4,Especulaci贸n,1,
#縉OMBRE?,5,customizaci贸n,8,
#縉OMBRE?,1,Informaci贸n,7,Informaci髇
#縉OMBRE?,2,Cantidad,5,
#縉OMBRE?,3,Calidad,5,
#縉OMBRE?,4,Paquete R,5,
#縉OMBRE?,5,Mapas,10,
#縉OMBRE?,1,Robot,2,Inteligencia Artificial
#縉OMBRE?,2,Spilberg,0,
#縉OMBRE?,3,Placas (las verdes),8,
#縉OMBRE?,4,Software,10,
#縉OMBRE?,5,Desarrollo,10,Tecnolog韆
#縉OMBRE?,1,Rob贸tica ,8,
#縉OMBRE?,2,Avance tecnol贸gico ,9,
#縉OMBRE?,3,Desempleo ,2,
#縉OMBRE?,4,Operatividad,10,
#縉OMBRE?,5,Eficiencia ,10,
#縉OMBRE?,1,Saber,0,
#縉OMBRE?,2,Informaci贸n,3,Informaci髇
#縉OMBRE?,3,Cultura,0,Sociedad
#縉OMBRE?,4,Comunicaci贸n,3,
#縉OMBRE?,5,Educaci贸n,1,
#縉OMBRE?,1,Grandes datos,10,
#縉OMBRE?,2,Inform谩tica ,10,
#縉OMBRE?,3,Redes,10,Tecnolog韆
#縉OMBRE?,4,Almacenamiento,10,
#縉OMBRE?,5,Informaci贸n ,10,Informaci髇
#縉OMBRE?,1,Informaci贸n,10,Informaci髇
#縉OMBRE?,2,Complejidad,5,
#縉OMBRE?,3,Procesamiento,10,
#縉OMBRE?,4,Criterios,10,
#縉OMBRE?,5,An谩lisis,10,Tecnolog韆
#縉OMBRE?,1,Informaci贸n,7,Informaci髇
#縉OMBRE?,2,Internet,7,
#縉OMBRE?,3,Datos,4,Informaci髇
#縉OMBRE?,4,Mucho,5,
#縉OMBRE?,5,Cantidad,5,
#縉OMBRE?,1,Aprendizaje,10,Educaci髇
#縉OMBRE?,2,Saber,9,
#縉OMBRE?,3,Estudio,10,Educaci髇
#縉OMBRE?,4,Libros,9,
#縉OMBRE?,5,Desarrollo,10,Tecnolog韆
#縉OMBRE?,1,Robot,5,Inteligencia Artificial
#縉OMBRE?,2,Computadora,8,Tecnolog韆
#縉OMBRE?,3,Celular,8,
#縉OMBRE?,4,Visores vr,8,
#縉OMBRE?,5,Parlante alexa,3,
#縉OMBRE?,1,Computadora,10,Tecnolog韆
#縉OMBRE?,2,N煤meros,9,
#縉OMBRE?,3,Programaci贸n,8,
#縉OMBRE?,4,Registros,8,
#縉OMBRE?,5,Prueba,8,
#縉OMBRE?,1,Saber,8,
#縉OMBRE?,2,Conocer,8,
#縉OMBRE?,3,Pensamiento ,7,
#縉OMBRE?,4,Razonamiento ,8,
#縉OMBRE?,5,Inteligencia,8,
-M9H38o-60GFhK2j-kZq,1,Investigaci贸n ,8,
-M9H38o-60GFhK2j-kZq,2,Conocimiento ,10,Inteligencia Artificial
-M9H38o-60GFhK2j-kZq,3,Informaci贸n ,7,Informaci髇
-M9H38o-60GFhK2j-kZq,4,Saber,7,
-M9H38o-60GFhK2j-kZq,5,Experimentos ,7,
#縉OMBRE?,1,Informaci贸n ,10,Informaci髇
#縉OMBRE?,2,Abundante,10,
#縉OMBRE?,3,Algoritmos ,5,
#縉OMBRE?,4,Opini贸n P煤blica ,5,
#縉OMBRE?,5,Consumo,5,
#縉OMBRE?,1,Reemplazo,0,
#縉OMBRE?,2,Avance,10,Tecnolog韆
#縉OMBRE?,3,Futuro,5,Tecnolog韆
#縉OMBRE?,4,Control,3,Control
#縉OMBRE?,5,Poder,2,Control
#縉OMBRE?,1,Informaci贸n,10,Informaci髇
#縉OMBRE?,2,Manejo,5,
#縉OMBRE?,3,Evoluci贸n,10,
#縉OMBRE?,4,Mercado,5,
#縉OMBRE?,5,Competencia,0,
#縉OMBRE?,1,Mucho,2,
#縉OMBRE?,2,Grande,2,
#縉OMBRE?,3,Importante,10,
#縉OMBRE?,4,Leer,9,
#縉OMBRE?,5,Concentracion,10,
#縉OMBRE?,1,Data analytics,10,
#縉OMBRE?,2,Informaci贸n,10,Informaci髇
#縉OMBRE?,3,Miner铆a de datos,10,
#縉OMBRE?,4,An谩lisis estad铆stico,10,
#縉OMBRE?,5,Machine learning,10,
#縉OMBRE?,1,Desarrollo,10,Tecnolog韆
#縉OMBRE?,2,Sustituci贸n de humanos,4,
#縉OMBRE?,3,Desconocimiento,2,
#縉OMBRE?,4,Nada,5,
#縉OMBRE?,5,Nada,5,
#縉OMBRE?,1,Internet,10,
#縉OMBRE?,2,P谩ginas web,9,
#縉OMBRE?,3,Trabajo colaborativo,10,
#縉OMBRE?,4,Plagio,0,
#縉OMBRE?,5,An谩lisis de fuentes,5,
#縉OMBRE?,6,Investigaci贸n ,9,
#縉OMBRE?,7,Brecha digital ,1,
#縉OMBRE?,8,Celular,5,
#縉OMBRE?,9,Aplicaciones,5,
#縉OMBRE?,10,Habilidades digitales,10,
#縉OMBRE?,11,Espacio-tiempo,8,
#縉OMBRE?,12,Formaci贸n,10,
#縉OMBRE?,13,Facebook,5,Sociedad
#縉OMBRE?,14,Instagram ,2,
#縉OMBRE?,1,Informaci贸n ,7,Informaci髇
#縉OMBRE?,2,Control ,1,
#縉OMBRE?,3,Investigaci贸n ,7,
#縉OMBRE?,4,Corporaci贸n ,6,
#縉OMBRE?,5,Estado,2,
#縉OMBRE?,1,Hacker,5,
#縉OMBRE?,2,Internet,10,
#縉OMBRE?,3,Base de datos,6,
#縉OMBRE?,4,Informaci贸n,7,Informaci髇
#縉OMBRE?,5,Milenio,5,
#縉OMBRE?,1,Robots,10,
#縉OMBRE?,2,Vigilancia,0,
#縉OMBRE?,3,Sin privacidad,0,
#縉OMBRE?,4,Omnipotente,8,
#縉OMBRE?,5,Segregadora,5,
#縉OMBRE?,1,Robot,8,Inteligencia Artificial
#縉OMBRE?,2,M谩quina,5,
#縉OMBRE?,3,Futuro,8,Tecnolog韆
#縉OMBRE?,4,Tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,5,Sin sentimientos,3,
-M9KnSQurkRx9MBn0NG-,1,Marketing,2,
-M9KnSQurkRx9MBn0NG-,2,Programacion,8,
-M9KnSQurkRx9MBn0NG-,3,Conocimiento,9,
-M9KnSQurkRx9MBn0NG-,4,Decisiones,8,
-M9KnSQurkRx9MBn0NG-,5,Informacion,7,Informaci髇
#縉OMBRE?,1,Avance,8,Tecnolog韆
#縉OMBRE?,2,Robot,3,Inteligencia Artificial
#縉OMBRE?,3,Contaminacion,1,
#縉OMBRE?,4,M谩quinas,3,
#縉OMBRE?,5,Programas,5,
#縉OMBRE?,1,Futuro,10,Tecnolog韆
#縉OMBRE?,2,Algoritmos,10,
#縉OMBRE?,3,Ciencia ,10,
#縉OMBRE?,4,Conocimiento,10,
#縉OMBRE?,5,Resoluci贸n de problemas,10,
#縉OMBRE?,1,Big data,10,
#縉OMBRE?,2,Indicadores,10,
#縉OMBRE?,3,Datos,10,Informaci髇
#縉OMBRE?,4,Informaci贸n ,10,Informaci髇
#縉OMBRE?,5,Analisis,10,
#縉OMBRE?,1,Algoritmos,8,
#縉OMBRE?,2,Procesos,7,
#縉OMBRE?,3,Palabras,7,
#縉OMBRE?,4,Almacenamiento,5,
#縉OMBRE?,5,Valoraciones,7,
#縉OMBRE?,1,Investigaci贸n,10,Medios
#縉OMBRE?,2,An谩lisis,10,Tecnolog韆
#縉OMBRE?,3,Marketing,3,
#縉OMBRE?,4,Seguimiento,4,
#縉OMBRE?,5,Almacenaje,5,
-M9OIV5nFgFaAEEzkr-f,1,Poder ,6,
-M9OIV5nFgFaAEEzkr-f,2,Politicas ,7,
-M9OIV5nFgFaAEEzkr-f,3,Potencial ,10,
-M9OIV5nFgFaAEEzkr-f,4,Informaci贸n ,5,Informaci髇
-M9OIV5nFgFaAEEzkr-f,5,Invasivo ,10,
#縉OMBRE?,1,Numeros,5,
#縉OMBRE?,2,Informacion,6,Informaci髇
#縉OMBRE?,3,Investigacion,7,Medios
#縉OMBRE?,4,Estadistica,5,
#縉OMBRE?,5,Peoyeccion,5,
#縉OMBRE?,1,Respuestas,10,
#縉OMBRE?,2,Informaci贸n ,10,Informaci髇
#縉OMBRE?,3,Gran volumen de datos,10,
#縉OMBRE?,4,Tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,5,Vulnerable,2,
#縉OMBRE?,1,Poder,0,Control
#縉OMBRE?,2,Informaci贸n ,3,Informaci髇
#縉OMBRE?,3,Control,0,Control
#縉OMBRE?,4,Sistema,3,
#縉OMBRE?,5,Dinero ,2,
#縉OMBRE?,1,Teconologia,9,
#縉OMBRE?,2,Rapidez,10,
#縉OMBRE?,3,Efectividad,10,
#縉OMBRE?,4,Reemplazo,2,
#縉OMBRE?,5,Eficiencia,10,
#縉OMBRE?,1,Tecnolog铆a ,7,Tecnolog韆
#縉OMBRE?,2,Cambio,7,
#縉OMBRE?,3,Datos,6,Informaci髇
#縉OMBRE?,4,Informaci贸n ,6,Informaci髇
#縉OMBRE?,5,Poder,0,Control
#縉OMBRE?,1,Generar Informaci贸n ,10,
#縉OMBRE?,2,An谩lisis datos,10,
#縉OMBRE?,3,Decisi贸n en base a informaci贸n ,10,
#縉OMBRE?,4,Eficiencia ,10,
#縉OMBRE?,5,Planificaci贸n ,10,
#縉OMBRE?,6,Reducci贸n costos,10,
#縉OMBRE?,1,Saber,9,
#縉OMBRE?,2,Poder,9,Control
#縉OMBRE?,3,Educacion ,8,
#縉OMBRE?,4,Raz贸n,5,
#縉OMBRE?,5,Pensamiento,5,Inteligencia Artificial
#縉OMBRE?,1,Pelicula,10,
#縉OMBRE?,2,Ciencia ficci贸n ,10,
#縉OMBRE?,3,Apocalipsis,0,
#縉OMBRE?,4,Soberan铆a Inform谩tica ,5,
#縉OMBRE?,5,Red neuronal,10,
#縉OMBRE?,1,Gran cantidad de contenido,10,
#縉OMBRE?,2,Informaci贸n ,10,Informaci髇
#縉OMBRE?,3,Almacenamiento,10,
#縉OMBRE?,4,Capacidad,10,
#縉OMBRE?,5,Tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,1,Rob贸tica,10,
#縉OMBRE?,2,Nuevas tecnolog铆as,10,
#縉OMBRE?,3,Progreso,10,
#縉OMBRE?,4,Avance,10,Tecnolog韆
#縉OMBRE?,5,Adaptaci贸n,10,
#縉OMBRE?,1,Educacion,10,
#縉OMBRE?,2,Ideas,10,
#縉OMBRE?,3,Lectura,10,Informaci髇
#縉OMBRE?,4,Investigacion,10,Medios
#縉OMBRE?,5,Aprender,10,
#縉OMBRE?,1,Poder,7,Control
#縉OMBRE?,2,Saber,10,
#縉OMBRE?,3,Inteligencia,10,
#縉OMBRE?,4,Vocaci贸n,10,
#縉OMBRE?,5,Estudio,10,Educaci髇
#縉OMBRE?,1,Tecnologia,10,Tecnolog韆
#縉OMBRE?,2,Innovacion,10,
#縉OMBRE?,3,Sistema de datos,5,
#縉OMBRE?,4,Rapidez,10,
#縉OMBRE?,5,Eficacia,10,
#縉OMBRE?,1,Gran,7,
#縉OMBRE?,2,Valorativo ,4,
#縉OMBRE?,3,Importante ,7,
#縉OMBRE?,4,Dif铆cil ,3,
#縉OMBRE?,5,No entendi,5,
-M9S5ykM1oVw0MVUF6s-,1,Datos,10,Informaci髇
-M9S5ykM1oVw0MVUF6s-,2,Informatica,10,Tecnolog韆
-M9S5ykM1oVw0MVUF6s-,3,Conexion,10,
-M9S5ykM1oVw0MVUF6s-,4,Vincular,10,
-M9S5ykM1oVw0MVUF6s-,5,Aprender,0,
#縉OMBRE?,1,An谩lisis de la informaci贸n,7,
#縉OMBRE?,2,Evoluci贸n de los medios de informaci贸n ,6,
#縉OMBRE?,3,M茅todos para registrar datos,7,
#縉OMBRE?,4,La privacidad de los datos y problemas,7,
#縉OMBRE?,5,Modelos estructurados de la informaci贸n,6,
#縉OMBRE?,1,Saberes,10,
#縉OMBRE?,2,Aprendizaje,10,Educaci髇
#縉OMBRE?,3,Cultura,7,Sociedad
#縉OMBRE?,4,Construcci贸n ,7,
#縉OMBRE?,5,Educaci贸n ,10,
#縉OMBRE?,1,Procesamiento,10,
#縉OMBRE?,2,An谩lisis,9,Tecnolog韆
#縉OMBRE?,3,Investigaci贸n,9,Medios
#縉OMBRE?,4,Interpretaci贸n,9,
#縉OMBRE?,5,Neutralidad,1,
-M9Tzkto-oWxJLNE-0BD,1,Entendimiento,5,
-M9Tzkto-oWxJLNE-0BD,2,Contexto,10,
-M9Tzkto-oWxJLNE-0BD,3,Estudio,5,Educaci髇
-M9Tzkto-oWxJLNE-0BD,4,Observaci贸n,10,
-M9Tzkto-oWxJLNE-0BD,5,An谩lisis,10,Tecnolog韆
-M9Tzkto-oWxJLNE-0BD,6,Encuentro,10,
#縉OMBRE?,1,Tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,2,Comunicaci贸n,8,
#縉OMBRE?,3,Control,5,Control
#縉OMBRE?,4,Observaci贸n,10,
#縉OMBRE?,5,Internet,6,
#縉OMBRE?,1,Software,10,
#縉OMBRE?,2,Hardware,9,
#縉OMBRE?,3,Plataformas,9,
#縉OMBRE?,4,Internet,9,
#縉OMBRE?,5,Base de datos,8,
#縉OMBRE?,1,Informaci贸n,8,Informaci髇
#縉OMBRE?,2,Global,8,
#縉OMBRE?,3,Archivo,7,
#縉OMBRE?,4,Comunicaci贸n,8,
#縉OMBRE?,5,Conexi贸n,5,
#縉OMBRE?,1,Nuevo,10,
#縉OMBRE?,2,Humo,0,
#縉OMBRE?,3,Futuro,7,Tecnolog韆
#縉OMBRE?,4,Mal usado el termino,0,
#縉OMBRE?,5,Posibilidades nuevas,10,
#縉OMBRE?,1,Robot,6,Inteligencia Artificial
#縉OMBRE?,2,Computadora,8,Tecnolog韆
#縉OMBRE?,3,Virtualidad,6,
#縉OMBRE?,4,Terap茅utica,7,
#縉OMBRE?,5,Especialista,8,
#縉OMBRE?,1,Computadoras,6,
#縉OMBRE?,2,Mucha cantidad,3,
#縉OMBRE?,3,Desorden,1,
#縉OMBRE?,4,Tecnolog铆as ,8,
#縉OMBRE?,5,Clasificaci贸n ,7,
#縉OMBRE?,1,Gran cantidad de datos,8,
#縉OMBRE?,2,Previsi贸n de sucesos,9,
#縉OMBRE?,3,Peligrosidad en el uso de esos datos,1,
#縉OMBRE?,4,Manipulaci贸n con fines pol铆ticos,1,
#縉OMBRE?,5,Falta de privacidad,0,
#縉OMBRE?,6,Venta de datos sin consentimiento,2,
#縉OMBRE?,7,Categorizaciones sociales err贸neas sin grises,1,
-M9WCQ9ukH4aT7M06Dc-,1,Data entry,5,
-M9WCQ9ukH4aT7M06Dc-,2,Espionaje,0,
-M9WCQ9ukH4aT7M06Dc-,3,Inteligencia artificial,8,
-M9WCQ9ukH4aT7M06Dc-,4,Procesamiento,10,
-M9WCQ9ukH4aT7M06Dc-,5,Fuente,3,
#縉OMBRE?,1,An谩lisis de datos,8,
#縉OMBRE?,2,Volumen de datos,3,
#縉OMBRE?,3,comercio de datos,5,
#縉OMBRE?,4,Digitalizaci贸n,7,
#縉OMBRE?,5,Estructura,5,
#縉OMBRE?,1,Informaci贸n,6,Informaci髇
#縉OMBRE?,2,Intereses,7,
#縉OMBRE?,3,Habitos,7,
#縉OMBRE?,4,Consumo,7,
#縉OMBRE?,5,Tic's,5,
#縉OMBRE?,1,INFORMACI脫N ,10,
#縉OMBRE?,2,MUCHO,10,
#縉OMBRE?,3,Ingl茅s,10,
#縉OMBRE?,4,Publicidad,5,Medios
#縉OMBRE?,5,Estudio,10,Educaci髇
#縉OMBRE?,1,Datos,5,Informaci髇
#縉OMBRE?,2,M茅tricas,5,
#縉OMBRE?,3,Complejidad,3,
#縉OMBRE?,4,Cantidad,4,
#縉OMBRE?,5,Categorizaci贸n,5,
#縉OMBRE?,1,Datos personales,0,
#縉OMBRE?,2,Espionaje,0,
#縉OMBRE?,3,Mercado,0,
#縉OMBRE?,4,Manejo de las relaciones sociales,0,
#縉OMBRE?,5,Orden mundial,0,
#縉OMBRE?,1,Datos,7,Informaci髇
#縉OMBRE?,2,Estad铆stica,7,Informaci髇
#縉OMBRE?,3,Mejora,7,
#縉OMBRE?,4,Control,7,Control
#縉OMBRE?,5,Evaluaci贸n,7,
#縉OMBRE?,1,Posibilidades,5,
#縉OMBRE?,2,Camdbridge analitycs,0,
#縉OMBRE?,3,Campa帽as de macri,0,
#縉OMBRE?,4,Gen茅tica y patentes de monsanto,0,
#縉OMBRE?,5,Guerra psicopolitica,0,
#縉OMBRE?,6,Derechos humanos de 4ta generaci贸n ,10,
#縉OMBRE?,1,Hipermediaciones,5,
#縉OMBRE?,2,Cultura digital,10,
#縉OMBRE?,3,Scolari (autor),10,
#縉OMBRE?,4,Tecnolog铆a,10,Tecnolog韆
#縉OMBRE?,5,Comunicaci贸n,10,
#縉OMBRE?,1,Muchos datos,6,
#縉OMBRE?,2,Complejo,4,
#縉OMBRE?,3,An谩lisis ,6,Informaci髇
#縉OMBRE?,4,Volumen,6,
#縉OMBRE?,5,Informaci贸n ,7,Informaci髇
#縉OMBRE?,1,Informaci贸n,9,Informaci髇
#縉OMBRE?,2,Organizaci贸n,9,
#縉OMBRE?,3,Control,2,Control
#縉OMBRE?,4,Despersonalizaci贸n,0,
#縉OMBRE?,5,Acceso,5,
#縉OMBRE?,1,Futuro,10,Tecnolog韆
#縉OMBRE?,2,Libros,7,
#縉OMBRE?,3,Aprendizajes,8,
#縉OMBRE?,4,Poder,10,Control
#縉OMBRE?,5,Inteligencia,9,
#縉OMBRE?,1,datos,8,Informaci髇
#縉OMBRE?,2,dif铆cil,1,
#縉OMBRE?,3,computaci贸n,9,
#縉OMBRE?,4,programaci贸n,8,
#縉OMBRE?,5,complejo,1,
#縉OMBRE?,1,Estad铆stica ,5,
#縉OMBRE?,2,Cuantificaci贸n ,5,
#縉OMBRE?,3,Poblaci贸n,5,
#縉OMBRE?,4,Probabilidad,5,
#縉OMBRE?,5,Variables,5,
#縉OMBRE?,1,Pesado,2,
#縉OMBRE?,2,Tr谩fico ,5,
#縉OMBRE?,3,Datos,7,Informaci髇
#縉OMBRE?,4,Hardware,5,
#縉OMBRE?,5,Internet ,7,
#縉OMBRE?,1,Estad铆stica,7,Informaci髇
#縉OMBRE?,2,Informaci贸n,4,Informaci髇
#縉OMBRE?,3,Privacidad,3,
#縉OMBRE?,4,comunicaci贸n,3,
#縉OMBRE?,5,aa,5,
#縉OMBRE?,1,Gran Data,10,
#縉OMBRE?,2,Buena Informaci贸n ,10,
#縉OMBRE?,3,Informaci贸n Irrelevante ,0,
#縉OMBRE?,4,Sarcasmo Fake News,0,
#縉OMBRE?,5,iluminati Manipulaci贸n de Contenidos,0,
#縉OMBRE?,1,Saber,10,
#縉OMBRE?,2,Informaci贸n ,10,Informaci髇
#縉OMBRE?,3,Cimientos Neuronales ,10,
#縉OMBRE?,4,Poder,10,Control
#縉OMBRE?,5,The Big Data,10,
#縉OMBRE?,1,robotica,5,
#縉OMBRE?,2,Mente,5,Inteligencia Artificial
#縉OMBRE?,3,razonamiento,5,
#縉OMBRE?,4,cuerpo robotico,5,
#縉OMBRE?,5,ingenieria en sistemas,5,
#縉OMBRE?,1,Computacion,10,
#縉OMBRE?,2,Avance tecnol贸gico ,10,
#縉OMBRE?,3,Inteligencia,10,
#縉OMBRE?,4,Para j贸venes ,5,
#縉OMBRE?,5,Necesaria,10,
#縉OMBRE?,1,dificil,0,
#縉OMBRE?,2,desempleo,0,Incertidumbre
#縉OMBRE?,3,neoliberalismo,0,
#縉OMBRE?,4,eurocentrismo,0,
#縉OMBRE?,5,anticomunismo,0,
#縉OMBRE?,1,informaci贸n ,5,Informaci髇
#縉OMBRE?,2,poder,5,Control
#縉OMBRE?,3,perfil,5,
#縉OMBRE?,4,tecnolog铆a ,5,Tecnolog韆
#縉OMBRE?,5,intereses,5,
#縉OMBRE?,1,Bioinformatica,10,
#縉OMBRE?,2,Bases de datos,10,
#縉OMBRE?,3,Informacion,10,Informaci髇
#縉OMBRE?,4,Procesar,10,
#縉OMBRE?,5,Estudio,10,Educaci髇
#縉OMBRE?,1,Conglomerado de datos,0,
#縉OMBRE?,2,Base de datos,10,
#縉OMBRE?,3,Control social,0,Control
#縉OMBRE?,4,Altgorismo,0,
#縉OMBRE?,5,Habeas data,10,
#縉OMBRE?,1,Rastreo,0,
#縉OMBRE?,2,Publicidad,0,Medios
#縉OMBRE?,3,Prediccion,10,
#縉OMBRE?,4,Invasion,0,
#縉OMBRE?,5,Simulacion,10,
#縉OMBRE?,1,Masividad,10,
#縉OMBRE?,2,Decisiones,10,
#縉OMBRE?,3,Predicci贸n ,10,
#縉OMBRE?,4,Aprendizaje,10,Educaci髇
#縉OMBRE?,5,Futuro,10,Tecnolog韆
#縉OMBRE?,1,Conciencia,10,
#縉OMBRE?,2,Sinapsis,10,
#縉OMBRE?,3,Memoria,10,
#縉OMBRE?,4,Ciencia,10,Tecnolog韆
#縉OMBRE?,5,Datos,10,Informaci髇
#縉OMBRE?,1,Sistemas,4,
#縉OMBRE?,2,Complejidad,0,
#縉OMBRE?,3,Manipulacion de informacio ,0,
#縉OMBRE?,4,Quebrantar la esfera de lo privado ,0,
#縉OMBRE?,5,Inconmesurable,0,
#縉OMBRE?,1,Datos,10,Informaci髇
#縉OMBRE?,2,Predictivo,10,
#縉OMBRE?,3,Analisis,10,
#縉OMBRE?,4,Mineria,10,
#縉OMBRE?,5,Aprendizaje,10,Educaci髇
#縉OMBRE?,1,Informaci贸n ,8,Informaci髇
#縉OMBRE?,2,Estad铆sticas ,8,
#縉OMBRE?,3,Pol铆tica ,7,Sociedad
#縉OMBRE?,4,Comunicaci贸n ,5,
#縉OMBRE?,5,Consumidores,7,
#縉OMBRE?,1,Construcci贸n,10,
#縉OMBRE?,2,Posibilidades,5,
#縉OMBRE?,3,Disparidad,2,
#縉OMBRE?,4,M茅rito,5,
#縉OMBRE?,5,Asimetr铆a,4,
#縉OMBRE?,1,Relevamiento,5,
#縉OMBRE?,2,Fichas,5,
#縉OMBRE?,3,Analisis,5,
#縉OMBRE?,4,Informaci贸n,5,Informaci髇
#縉OMBRE?,5,Estudio,5,Educaci髇
#縉OMBRE?,1,Tics,5,
#縉OMBRE?,2,Privacidad,2,
#縉OMBRE?,3,Informaci贸n ,5,Informaci髇
#縉OMBRE?,4,Control,2,Control
#縉OMBRE?,5,Monitoreo,5,
#縉OMBRE?,1,Control,2,Control
#縉OMBRE?,2,Superioridad,5,
#縉OMBRE?,3,Peligro,1,Privacidad
#縉OMBRE?,4,Autom谩tizacion,4,
#縉OMBRE?,5,Avance,7,Tecnolog韆
#縉OMBRE?,1,mal uso,3,
#縉OMBRE?,2,mentira,3,
#縉OMBRE?,3,desigualdad,3,
#縉OMBRE?,4,miedo,2,
#縉OMBRE?,5,incognita,7,
#縉OMBRE?,6,innovacion ,8,
#縉OMBRE?,7,control centralizado,2,
#縉OMBRE?,1,Robots,6,
#縉OMBRE?,2,Avances ,10,
#縉OMBRE?,3,Reemplazo,3,
#縉OMBRE?,4,Rapidez,9,
#縉OMBRE?,5,Ayuda,8,
#縉OMBRE?,1,Celular,7,
#縉OMBRE?,2,Pc,6,
#縉OMBRE?,3,Robot,5,Inteligencia Artificial
#縉OMBRE?,4,Chip,6,
#縉OMBRE?,5,Memoria,7,
#縉OMBRE?,1,Ideas ,10,
#縉OMBRE?,2,Tecnol贸gica ,10,
#縉OMBRE?,3,Avances ,10,
#縉OMBRE?,4,Incorporaci贸n ,10,
#縉OMBRE?,5,Se abren nuevos horizontes ,10,
#縉OMBRE?,1,inform谩tico ,10,
#縉OMBRE?,2,desafio,5,
#縉OMBRE?,3,dificultad ,4,
#縉OMBRE?,4,conocimiento ,10,Inteligencia Artificial
#縉OMBRE?,5,velocidad,5,Automatizaci髇
#縉OMBRE?,1,Estad铆sticas,10,
#縉OMBRE?,2,Certidumbre,4,
#縉OMBRE?,3,Avance,7,Tecnolog韆
#縉OMBRE?,4,An谩lisis,8,Tecnolog韆
#縉OMBRE?,5,Futuro,4,Tecnolog韆
#縉OMBRE?,1,Informacion,5,Informaci髇
#縉OMBRE?,2,Personal,2,
#縉OMBRE?,3,Privada,1,
#縉OMBRE?,4,Control,2,Control
#縉OMBRE?,5,Dominacion,2,
#縉OMBRE?,6,Invasion,1,
#縉OMBRE?,1,Nanotecnolog铆a ,10,
#縉OMBRE?,2,Rob贸tica ,9,
#縉OMBRE?,3,Sistema operativo,6,
#縉OMBRE?,4,Internet ,6,
#縉OMBRE?,5,Aplicacion Energia nuclear ,8,
#縉OMBRE?,1,Tecnolog铆a ,10,Tecnolog韆
#縉OMBRE?,2,Innovaci贸n ,10,Tecnolog韆
#縉OMBRE?,3,Futuro,10,Tecnolog韆
#縉OMBRE?,4,Estrategia,10,
#縉OMBRE?,5,Administraci贸n ,10,
#縉OMBRE?,1,Informaci贸n ,8,Informaci髇
#縉OMBRE?,2,Tecnologia,8,Tecnolog韆
#縉OMBRE?,3,Servicios tecnol贸gicos de informaci贸n ,8,
